3132	2017-09-06 10:00:00.000	 -5.36
3132	2017-09-06 10:10:00.000	 -5.60
3132	2017-09-06 10:20:00.000	 -5.49
3132	2017-09-06 10:30:00.000	 -5.69
3132	2017-09-06 10:40:00.000	 -5.26
3132	2017-09-06 10:50:00.000	 -5.57
3132	2017-09-06 11:00:00.000	 -5.72
3132	2017-09-06 11:10:00.000	 -5.66
3132	2017-09-06 11:20:00.000	 -5.50
3132	2017-09-06 11:30:00.000	 -5.61
3132	2017-09-06 11:40:00.000	 -5.46
3132	2017-09-06 11:50:00.000	 -5.58
3132	2017-09-06 12:00:00.000	 -5.88
3132	2017-09-06 12:10:00.000	 -5.74
3132	2017-09-06 12:20:00.000	 -6.12
3132	2017-09-06 12:30:00.000	 -5.83
3132	2017-09-06 12:40:00.000	 -6.24
3132	2017-09-06 13:00:00.000	 -5.53
3132	2017-09-06 13:10:00.000	 -5.26
3132	2017-09-06 13:20:00.000	 -5.15
3132	2017-09-06 13:30:00.000	 -5.24
3132	2017-09-06 13:40:00.000	 -5.55
3132	2017-09-06 13:50:00.000	 -5.40
3132	2017-09-06 14:00:00.000	 -5.85
3132	2017-09-06 14:10:00.000	 -6.14
3132	2017-09-06 14:20:00.000	 -6.63
3132	2017-09-06 14:30:00.000	 -6.43
3132	2017-09-06 14:40:00.000	 -6.99
3132	2017-09-06 14:50:00.000	 -6.92
3132	2017-09-06 15:00:00.000	 -7.03
3132	2017-09-06 15:10:00.000	 -7.28
3132	2017-09-06 15:20:00.000	 -7.18
3132	2017-09-06 15:30:00.000	 -7.66
3132	2017-09-06 15:40:00.000	 -7.48
3132	2017-09-06 15:50:00.000	 -6.38
3132	2017-09-06 16:00:00.000	 -7.44
3132	2017-09-06 16:10:00.000	 -8.50
3132	2017-09-06 16:20:00.000	 -7.95
3132	2017-09-06 16:30:00.000	 -8.57
3132	2017-09-06 16:40:00.000	 -8.79
3132	2017-09-06 16:50:00.000	 -8.43
3132	2017-09-06 17:00:00.000	 -7.94
3132	2017-09-06 17:10:00.000	 -7.87
3132	2017-09-06 17:20:00.000	 -7.31
3132	2017-09-06 17:30:00.000	 -6.64
3132	2017-09-06 17:40:00.000	 -6.40
3132	2017-09-06 17:50:00.000	 -6.36
3132	2017-09-06 18:00:00.000	 -6.77
3132	2017-09-06 18:10:00.000	 -6.44
3132	2017-09-06 18:20:00.000	 -6.81
3132	2017-09-06 18:30:00.000	 -6.52
3132	2017-09-06 18:40:00.000	 -5.81
3132	2017-09-06 18:50:00.000	 -5.25
3132	2017-09-06 19:00:00.000	 -5.34
3132	2017-09-06 19:10:00.000	 -5.96
3132	2017-09-06 19:20:00.000	 -5.35
3132	2017-09-06 19:30:00.000	 -5.92
3132	2017-09-06 19:40:00.000	 -5.35
3132	2017-09-06 19:50:00.000	 -5.65
3132	2017-09-06 20:00:00.000	 -6.25
3132	2017-09-06 20:30:00.000	 -5.88
3132	2017-09-06 20:40:00.000	 -5.76
3132	2017-09-06 20:50:00.000	 -5.19
3132	2017-09-06 21:00:00.000	 -4.62
3132	2017-09-06 21:10:00.000	 -4.71
3132	2017-09-06 21:20:00.000	 -4.50
3132	2017-09-06 21:30:00.000	 -4.51
3132	2017-09-06 21:40:00.000	 -3.91
3132	2017-09-06 21:50:00.000	 -3.93
3132	2017-09-06 22:00:00.000	 -4.54
3132	2017-09-06 22:10:00.000	 -4.19
3132	2017-09-06 22:20:00.000	 -3.90
3132	2017-09-06 22:30:00.000	 -4.12
3132	2017-09-06 22:40:00.000	 -4.96
3132	2017-09-06 22:50:00.000	 -4.06
3132	2017-09-06 23:00:00.000	 -4.22
3132	2017-09-06 23:10:00.000	 -4.03
3132	2017-09-06 23:30:00.000	 -3.91
3132	2017-09-06 23:40:00.000	 -4.45
3132	2017-09-06 23:50:00.000	 -4.07
3132	2017-09-07 00:00:00.000	 -3.95
3132	2017-09-07 00:10:00.000	 -4.64
3132	2017-09-07 00:20:00.000	 -4.17
3132	2017-09-07 00:30:00.000	 -4.61
3132	2017-09-07 00:40:00.000	 -4.13
3132	2017-09-07 00:50:00.000	 -4.61
3132	2017-09-07 01:00:00.000	 -4.77
3132	2017-09-07 01:10:00.000	 -4.45
3132	2017-09-07 01:20:00.000	 -4.44
3132	2017-09-07 01:30:00.000	 -4.46
3132	2017-09-07 01:40:00.000	 -4.79
3132	2017-09-07 01:50:00.000	 -4.50
3132	2017-09-07 02:00:00.000	 -4.45
